timestamp,mid_price,best_bid,best_ask,spread,last_trade,fundamental_value,volume,order_book_depth
677,100.295,99.99,100.60000000000001,0.6100000000000136,100.60000000000001,93.24722645092739,0,"{'bids': [{'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}, {'price': 99.69, 'volume': 5}], 'asks': [{'price': 100.60000000000001, 'volume': 49}, {'price': 100.61, 'volume': 63}, {'price': 100.62, 'volume': 76}]}"
678,100.295,99.99,100.60000000000001,0.6100000000000136,100.60000000000001,93.01054948616174,0,"{'bids': [{'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}, {'price': 99.69, 'volume': 5}], 'asks': [{'price': 100.60000000000001, 'volume': 49}, {'price': 100.61, 'volume': 63}, {'price': 100.62, 'volume': 76}]}"
679,100.295,99.99,100.60000000000001,0.6100000000000136,100.60000000000001,93.46993458903555,0,"{'bids': [{'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}, {'price': 99.69, 'volume': 5}], 'asks': [{'price': 100.60000000000001, 'volume': 49}, {'price': 100.61, 'volume': 63}, {'price': 100.62, 'volume': 76}]}"
680,100.295,99.99,100.60000000000001,0.6100000000000136,99.69,92.39322802616675,0,"{'bids': [{'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}, {'price': 99.69, 'volume': 5}], 'asks': [{'price': 100.60000000000001, 'volume': 49}, {'price': 100.61, 'volume': 63}, {'price': 100.62, 'volume': 76}]}"
681,100.295,99.99,100.60000000000001,0.6100000000000136,100.60000000000001,92.3267655326633,5,"{'bids': [{'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}, {'price': 99.69, 'volume': 5}], 'asks': [{'price': 100.60000000000001, 'volume': 46}, {'price': 100.61, 'volume': 63}, {'price': 100.62, 'volume': 76}]}"
682,100.08500000000001,99.99,100.18,0.19000000000001194,100.60000000000001,92.16511149326146,3,"{'bids': [{'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}, {'price': 99.69, 'volume': 5}], 'asks': [{'price': 100.18, 'volume': 4}, {'price': 100.60000000000001, 'volume': 46}, {'price': 100.61, 'volume': 63}]}"
683,100.08500000000001,99.99,100.18,0.19000000000001194,100.18,93.180532979991,0,"{'bids': [{'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}, {'price': 99.69, 'volume': 5}], 'asks': [{'price': 100.18, 'volume': 1}, {'price': 100.60000000000001, 'volume': 46}, {'price': 100.61, 'volume': 63}]}"
684,100.48,100.36,100.60000000000001,0.2400000000000091,100.18,93.63886259638713,3,"{'bids': [{'price': 100.36, 'volume': 1}, {'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}], 'asks': [{'price': 100.60000000000001, 'volume': 46}, {'price': 100.61, 'volume': 63}, {'price': 100.62, 'volume': 76}]}"
685,100.48,100.36,100.60000000000001,0.2400000000000091,100.60000000000001,95.29145675617616,2,"{'bids': [{'price': 100.36, 'volume': 1}, {'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}], 'asks': [{'price': 100.60000000000001, 'volume': 42}, {'price': 100.61, 'volume': 63}, {'price': 100.62, 'volume': 76}]}"
686,100.48,100.36,100.60000000000001,0.2400000000000091,100.60000000000001,94.4933975453259,4,"{'bids': [{'price': 100.36, 'volume': 1}, {'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}], 'asks': [{'price': 100.60000000000001, 'volume': 42}, {'price': 100.61, 'volume': 63}, {'price': 100.62, 'volume': 76}]}"
687,100.48,100.36,100.60000000000001,0.2400000000000091,100.60000000000001,94.43691847746321,0,"{'bids': [{'price': 100.36, 'volume': 1}, {'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}], 'asks': [{'price': 100.60000000000001, 'volume': 38}, {'price': 100.61, 'volume': 63}, {'price': 100.62, 'volume': 76}]}"
688,100.295,99.99,100.60000000000001,0.6100000000000136,99.85000000000001,95.1194536275353,4,"{'bids': [{'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}, {'price': 99.85000000000001, 'volume': 3}], 'asks': [{'price': 100.60000000000001, 'volume': 38}, {'price': 100.61, 'volume': 63}, {'price': 100.62, 'volume': 76}]}"
689,100.295,99.99,100.60000000000001,0.6100000000000136,99.85000000000001,94.45000404565224,3,"{'bids': [{'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}, {'price': 99.85000000000001, 'volume': 3}], 'asks': [{'price': 100.60000000000001, 'volume': 38}, {'price': 100.61, 'volume': 63}, {'price': 100.62, 'volume': 76}]}"
690,100.295,99.99,100.60000000000001,0.6100000000000136,100.60000000000001,95.16061918099953,0,"{'bids': [{'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}, {'price': 99.85000000000001, 'volume': 3}], 'asks': [{'price': 100.60000000000001, 'volume': 35}, {'price': 100.61, 'volume': 63}, {'price': 100.62, 'volume': 76}]}"
691,100.045,99.99,100.10000000000001,0.11000000000001364,100.10000000000001,96.24172392523131,3,"{'bids': [{'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}, {'price': 99.85000000000001, 'volume': 3}], 'asks': [{'price': 100.10000000000001, 'volume': 2}, {'price': 100.60000000000001, 'volume': 35}, {'price': 100.61, 'volume': 63}]}"
692,100.045,99.99,100.10000000000001,0.11000000000001364,99.85000000000001,96.45589717453323,2,"{'bids': [{'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}, {'price': 99.85000000000001, 'volume': 1}], 'asks': [{'price': 100.10000000000001, 'volume': 2}, {'price': 100.60000000000001, 'volume': 35}, {'price': 100.61, 'volume': 63}]}"
693,100.045,99.99,100.10000000000001,0.11000000000001364,99.85000000000001,95.76348703704241,2,"{'bids': [{'price': 99.99, 'volume': 0}, {'price': 99.96, 'volume': 0}, {'price': 99.78, 'volume': 5}], 'asks': [{'price': 100.10000000000001, 'volume': 2}, {'price': 100.60000000000001, 'volume': 35}, {'price': 100.61, 'volume': 63}]}"
